12,03/2021,2800000,25,20.988254, 105.836774,ccmn,3.5,25,kkk,4,3,"Số nhà 06 ngõ 256 Phố Nguyễn Lân Đường Trường Chinh, Quận Thanh Xuân, Hà Nội"," căn chung cư mini còn 2  tầng hai.đầy đủ điều hòa nóng lạnh, khép kín, có ban, công bếp.ở được ba, bốn ngườicó 2 loại +  to có thể ngăn thành  đôi, để được hai giường và bàn ghế ở được bốn người giá 4tr/tháng. 40m2+  nhỏ hơn ở 2 đến 3 người giá 2tr8 triệu/tháng. 25m2giao thông thuận lợi cạnh đường lớn nguyễn lân gần chợ, trường đai học lớn bách khoa, xây dựng, kinh tế, y, ngân hàng ....có chỗ để xenhà cạnh đường lớn giao thông thuận lơi, ko bị tắc đường nhưtrường chinh, lê trọng tấn......đc: số nhà 06 ngõ 256 phố nguyễn lân đường trường chinh hà nội.đt liên lạc 0912966199"
13,03/2021,2500000,20,20.991376, 105.817363,nhatang,4.18,5,kkk,2,3,"29 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","cô có căn nhà 5 tầng tại số 29 ngõ 295 bùi xương trạch  theo từng  hoặc từng tầng,  rộng 25m2, lát sàn gỗ, có điều hòa, có cửa sổ thoáng mát sạch sẽ, 2  dùng chung wc có nóng lạnh, không ở chung chủ điện nước theo giá nhà nước. giá thuê 2,5 triệu/tháng. hiện nay còn 2  tầng 4 và 1  tầng 5.bạn nào có nhu cầu thuê . liên hệ cô thùy: 0945931616."
18,03/2021,2800000,15,20.990847, 105.831857,nhatang,4.1,37,khepkin,4,2,"số 53 ngõ 51 Phố Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội"," đẹp,sạch sẽ,có ban công- khu dân trí cao-oto đi tận cửa nhà-tầng 1 để xe miễn phí ,- máy giặt miễn phí cả nhà dùng chung, dây phơi quần áo thoáng ở và ban công- nhà vệ sinh đẹp, rộng rãi, lịch sự, vòi hoa sen, nóng lạnh, bệt,gương,...- có điều hòa, nóng lạnh, giường, tủ, máy giặt...- có camera an ninh- internet cáp quang tốc độ cao- điện 3,5k/ số- nước 80k/ người.- tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- không ở chung chủ. giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà"
14,03/2021,3600000,28,21.008912, 105.796743,nhatang,3.5,23,khepkin,5,4,"ngõ 204, trần duy hưng, trung hòa, cầu giấy, hà nội","tòa nhà được thiết kế hiện đại có cầu thang máy đi lên các tầng, cổng được thiết kế khóa vân tay nên ai ở thì mới vào được nhà.- bố trí căn hộ trong ngôi nhà:+ tầng 1: chỗ để xe rộng rãi.+ từ tầng 2 - tầng 5: mỗi tầng được thiết kế 2 căn hộ khép kín, nhiều cửa sổ đảm bảo ánh sáng vào trong các .+   28m2 - 30m2.- nội thất: bình nóng lạnh, bàn bếp, thiết bị vệ sinh cao cấp...giá : 3.6 triệu/căn.+   30m2.- nội thất: điều hòa, giường, tủ quần áo, bình nóng lạnh, bàn bếp, thiết bị vệ sinh cao cấp...giá : 3.8 triệu/căn.: ngõ 204, trần duy hưng, trung hòa, cầu giấy, hà nội.liên hệ chủ nhà: 0985.466.872.ưu tiên hộ gia đình ở lâu dài và tử tế."
10,03/2021,3000000,30,21.014343, 105.849397,nhatang,3.5,11.5,khepkin,4,3,"149 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","tổng  30m2. gồm:- đệm nằm.- điều hoà.- bình nóng lạnh.- tủ lạnh.- quạt.trong bán kính 500m có.- vincom bà triệu (cách 30m).- trường mầm non hoa phượng.- trường tiểu học bà triệu, trường cấp 2 tây sơn, vân hồ.- công viên thống nhất.- triển lãm vân hồ.- bệnh viện mắt quốc tế.- chợ thể giao, chợ nguyễn công trứ.- kfc.- starbuck, aha, the coffee house, paris gateaux...giá thuê.- 3 triệu/tháng.- đặt cọc 1 tháng.- điện nước theo giá nhà nước (đồng hồ riêng).- wifi tự thanh toán.liên hệ a lân (chính chủ) xem nhà (miễn trung gian) 0869804983"
15,03/2021,3500000,28,21.028082, 105.795364,nhatang,3.5,15,khepkin,5,2,"số 8b, ngách 80 ngõ 381 nguyễn khang, yên hòa, cầu giấy"," đẹp, rộng rãi, sạch sẽ, đầy đủ tiện nghi cao cấp, nằm ở số 8b, ngách 80 ngõ 381 nguyễn khang, yên hòa, cầu giấy.* 28m2 - nội thất: rèm cửa, kệ bếp, hệ thống nhà vệ sinh đầy đủ... - giá : 3,5 triệu/tháng* 28m2 - nội thất: điều hòa, giường, tủ quần áo, rèm cửa, kệ bếp, hệ thống nhà vệ sinh đầy đủ... - giá : 3,6 triệu/thángchỗ giữ xe rộng rãi, đảm bảo an toàn.giờ giấc đi lại thoải mái, nhà có lắp khóa vân tay nên chỉ người trong nhà mới đi ra vào được.ưu tiên hộ gia đình, người đi làm, nhóm bạn bè ở 2 3 người.liên hệ chủ nhà:0985.466.872"
19,03/2021,3500000,25,20.9874843,105.8124835,ccmn,4.0,50,khepkin,5,4,"Ngõ 420 Khương Đình,Quận Thanh Xuân, Hà Nội","ccmn khép kín - khương đình - liên hệ: 0988367162.địa chỉ: số 8b/24 ngõ 420 khương đình - thanh xuân (khu ngã tư sở, gần royal city, đại học thủy lợi, khoa học tự nhiên).- còn 1 căn tầng 4 giá 3.5 tr/tháng,- vệ sinh khép kín- nội thất điều hòa, nóng lạnh, giường, tủ, kệ bếp, phơi đồ, để xe miễn phí, camera an ninh.mô tả chung.- chính chủ miễn môi giới.- nội thất điều hòa, nóng lạnh, giường, tủ, kệ bếp, phơi đồ, để xe miễn phí, camera an ninh.- hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- không ở chung chủ. giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà."
17,03/2021,2800000,20,20.9697318,105.7884985,nhatang,5.57,5,khepkin,6,4,"Đường Bạch Thái Bưởi, Phường Văn Quán, Quận Hà Đông, Hà Nội","kđt văn quán-phố bạch thái bưởi ( gần hồ văn quán, trường kiến trúc, an ninh, bệnh viện 103…)-  giao thông thuận tiện,xe buýt 39 đi qua cửa nhà- nhà  có  full nội thất giá 2tr3-2tr7-  20-30m2- cạnh điểm xe bus- nội thất đã trang bị điều hòa, quạt trần, nóng lạnh, giường, tủ, phơi đồ, kệ bếp, để xe miễn phí, camera an ninh, máy giặt…- internet cáp quang tốc độ cao, điện nước công tơ riêng.- miễn phí chỗ để xe máy rộng rãi an toàn- liên hệ: 0988367162-0347759126- chính chủ miễn môi giới- điện 3,5k/ số- nước 80k/ người.- hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- không ở chung chủ. giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà"
23,03/2021,3500000,30,21.0301539,105.7742632,nhatang,6.16,3,khepkin,7,3,"36 Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","nhà  có   tại ngõ 378 đường mỹ đình,mỹ đình 1, nam từ liêm, hà nội. mới 100%, sạch, đẹp. đã có đủ đồ: giường, tủ quần áo, quạt trần, điều hoà, nóng lạnh, tủ bếp, logia phơi quần áo trong các  khép kín, có ban công, cửa sổ thoáng mát, ánh sáng tự nhiên.giờ giấc tự do, không chung chủ.có khoá vân tay, an ninh tốt, camera 24/7, thang máy.chỗ để xe miễn phí.máy giặt miễn phí, có sân phơi đồ trên tầng thượng.khu vực gần chợ, trường học, gần keangnam, thuận tiện đi lại, sinh hoạt.giá: 3tr5-3tr8liên hệ chính chủ: 093 610 9629 (cô hằng)"
21,03/2021,5000000,35,21.010324, 105.777446,ccmn,4.8,50,khepkin,8,5,"số 12, ngõ 89 mễ trì thượng, mễ trì, nam từ liêm","chính chủ cho  kiểu ccmn tại số 12, ngõ 89 mễ trì thượng, mễ trì, nam từ liêm (cuối ngõ 4 đồng me đi vào khoảng 30m) trong tòa nhà 6 tầng thang máy,  35m2, 1 ngủ 1 khách, bếp ngăn riêng biệt với  không lo ám mùi. - : cách mầm non mễ trì hạ 50m, cách cấp 1&2 mễ trì 50m, cách chợ mễ trì hạ 100m, cách đường mễ trì 100m, cách the garden 200m, cách keangnam 500m... - nhà đã có đủ đồ như : điều hòa, nóng lạnh, tủ lạnh, máy giặt, giường, tủ, táp, bàn phấn, rèm, bàn ghế, tủ bếp, bếp từ, wifi tốc độ cao...để xe miễn phí. - : 35m2 - giá: 5tr/tháng - lhcc: 0969139826(nhà mới 100% vào ở được ngay, khách chỉ việc xách đồ tới ở)"
29,03/2021,2800000,30,20.999623, 105.824757,nhatang,3.25,40,khepkin,4,3,"24/106 Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","chính chủ   khép kín ở ngõ 106 nguyễn ngọc nại, giá 2,8 triệu/tháng.  rộng 30m2, có cữa sổ, có nóng lạnh điều hoà có wc khép kín, có chổ để xe ở tầng 1.ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.còn  ở tầng 4 giá 2,8 triệu/tháng. điện nước cả nhà dùng tự chia theo giá nhà nước.ai có nhu cầu thuê liên hệ chủ nhà: đt 0945931616."
25,04/2021,3500000,30,20.995139, 105.816691,nhatang,5.0,70,khepkin,4,5,"24, ngách 130, ngõ 162 Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","  rộng 30m2 gần ngã tư sở-  khép kín, đầy đủ tiện nghi: điều hòa, nóng lạnh, wifi, truyền hình cáp,…-bếp, sân phơi, chỗ để xe riêng biệt.- nhà nằm trong ngõ lớn, không gian riêng tư, yên tĩnh, sạch sẽ, thoáng mát, an ninh đảm bảo.* : giao thông thuận lợi, tiện đường, tiện chợ; gần trung tâm thương mại royal city, mipec tower tây sơn, cách đại học y, học viện ngân hàng 5p xe máy.*giá thuê chỉ: 3.5 triệu/tháng, được ở 2 người. miễn phí truyền hình cáp, gửi xe*địa chỉ: số nhà 24, ngách 130, ngõ 162 khương trung, q. thanh xuân, hà nội.lh: cô hương – đt: 0989062136"
27,04/2021,2500000,15,21.020601, 105.828399,nhatang,3.5,50,khepkin,5,2,"ngách 418/75 Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","nhà gần trường đh văn hóa, mới xây thoáng mát.  ở sạch đẹp, sàn gỗ, 16m2, đầy đủ tiện nghi điện nước, nóng lạnh, điều hòa, wifi, có chỗ phơi phóng, nấu ăn, giờ giấc thoải mái. nhà trong khu cổng sau trường đh văn hóa, an ninh tốt, ngõ rộng thoáng, rất tiện đi lại, sinh hoạt. điện, nước tính theo mặt bằng chung hợp lý."
20,03/2021,3600000,30,21.035110, 105.799681,ccmn,3.75,50,khepkin,9,5,"P106 Nhà A1,Tổ 15, Ngõ 72, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","chính chủ  ccmn tại nhà số 106 ngõ 72/2 dương quảng hàm, cầu giấy. (ngay cạnh chợ quan hoa)* : cách đường dương quảng hàm 50m, cách đường cầu giấy 150m, cách đường nguyễn khánh toàn 150m, cách đường nguyễn văn huyên 200m, cách đường quan hoa 200m, cách lotte đào tấn 500m...* tiện ích gồm có️ - điều hoà️ - nóng lạnh️ - tủ quần áo️ - giường️ - kệ bếp, tủ bếp️ - vệ sinh khép kín️ - có gác xép để đồ gọn gàng️ - ban công phơi quần áo thoáng rộng️ - cửa sổ thoáng mát️ - chỗ để xe free️ - ko chung chủ, giờ giấc thoái mái 24/7️ - khóa vân tay, camera, wifi*   30m2* giá: 3.6tr️️* liên hệ cc: 0961529365(ưu tiên hộ gia đình, người đi làm, sinh viên ở sạch sẽ lịch sự)"
24,04/2021,2000000,15,20.984757, 105.876218,nhatang,3,84,kkk,3,2,"42/211 Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội", ở riêng nhà vệ sinh bên cạnh .có đủ vận dụng sinh hoạt.nhà phố sạch sẽ yên tĩnh.mỗi tầng 2  ở giưax là cầu thang.tầng 1 để xe và nấu ăn
26,03/2021,3500000,27,21.078894, 105.816791,nhatang,3.9,40,khepkin,10,5,"Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","siêu hót siêu hót!!! chính chủ cho thuê  khép kín, siêu đẹp 25-30m2 full đồ giá 3tr5 tại lạc long quân- địa chỉ: số nhà 6b ngõ 690 lạc long quân , tây hồ, hà nội-  thiết kế có ban công, thang máyfull đồ ( điều hoà, nóng lạnh, giường tủ-bàn bếp, máy sấy tóc, ấm siêu tốc ,tủ lạnh..)- giá: 3tr - 3,5tr đ/tháng (  như ảnh )- tầng 1: chỗ để xe thoải mái- tầng thượng: có máy giặt sân phơi thoáng mát. người thuê chỉ việc xách đồ cá nhân đến ở.- giờ giấc tự do, an ninh đảm bảo. nhà gần siêu thị, chợ gần các trục đường lạc long quân, vệ hồ, trịnh công sơn, võ chí công, hoàng hoa thám, trích sài, quảng an ...- liên hệ chính chủ để xem :"
22,03/2021,2300000,23,20.964932, 105.767329,nhatang,5.2,43.2,khepkin,8,3,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","nhà mới hoàn thiện sạch đẹp, gần bưu điện hà đông, siêu thị vinmark, bến xe bus, cách mặt đường quang trung 10m rất thuận tiện đi lại. có 6  , nay còn 1  tại tầng 2. có trang bị tiện nghi đầy đủ: điều hòa, công trình phụ khép kín có nóng lạnh, cửa sổ có rèm, chỗ phơi, nấu ăn, wifi cáp quang, truyền hình cáp, sân rộng để xe, nằm trong khu vực dân trí cao, yên tĩnh và an ninh tốt.ai có nhu cầu liên hệ: chị hà 0902166024."
28,03/2021,3100000,35,20.998955, 105.824653,nhatang,4.0,50,khepkin,4,5,"Số 24 ngõ 106 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","chính chủ   khép kín ở ngõ 106 nguyễn ngọc nại, giá 3,2 triệu/tháng.  rộng 35m2, có cữa sổ,có ban công, có nóng lạnh điều hoà có wc khép kín, có chổ để xe ở tầng 1. ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.còn  ở tầng 2 giá 3,1 triệu/tháng. điện nước cả nhà dùng tự chia theo giá nhà nước. ai có nhu cầu thuê liên hệ chủ nhà: đt 0945931616."
121,03/2021,2700000,25,21.0713783,105.7953947,nhatang,3.3,105.12,khepkin,2,3,"Đường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội"," rộng 25m2: có điều hòa, nóng lạnh, chỗ để xe, phơi đồ. không gian sinh hoạt chung rộng rãi + thoáng mát, tiện đi lại."
122,03/2021,2700000,15,21.050267, 105.790952,nhatang,6.25,40,khepkin,2,3,"ngõ 198 đường trần cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","  tại ngõ 198 đường trần cung, phường cổ nhuế 1, quận bắc từ liêm, hà nội.  đủ tiện nghi, có giường, tủ, điều hòa, nóng lạnh. an ninh tốt, giao thông thuận tiện, gần bv e, chợ, trường học. cac  từ 14 đến 17m2, giá từ 2,7 triệu đến 3,5 triệu"
186,12/2020,2400000,25.5,21.051109, 105.790550,nhatang,5.6,85,khepkin,4,3,"208 Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","homestay 208 trần cungkhông gian yên tĩnh ngõ rộng 2 oto tránh nhau không hết,cách viện e 1p đi bộcách đại học điện lực 1.2km( 4p đi xe)cách trường cao đẳng y dược asean 1kmcách học viện kt quân sự 1kmcách học viện chính trị quốc gia, học viện công nghệ bưu chính viễn thông, cao đẳng sư phạm tw, 900mvà cách hồ tây 10p đi xeℹ️ngoài ra ngay dưới nhà còn có cửa hàng ur.house( cửa hàng tp sạch tiện lợi)full nội thất: bếp từ, bàn ăn, bàn học, tủ quần áo...tiện nghi: tủ lạnh, máy giặt, điều hòa, nóng lạnh... bao trọn gói: điện, nước, wifi, dịch vụ vệ sinh hàng tuần...chỉ với 1tr6/người/tháng là xách ngay valy đến ở, không phát sinh thêm chi phí!️sdt: 0823105400"
229,01/2021,900000,14,21.0538868,105.7876175,nhacap,3.2,120,kkk,1,1,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","cần gấp   giá rẻ.  khoảng 13-14m công trình phụ kép kín. giá sập sàn 900k, điện nước dùng bao nhiêu trả tiền bấy nhiêu. miễn trung gian: đt 0914442779"
529,10/2020,4200000,42,21.053614, 105.788117,nhatang,7.8,5,khepkin,3,2,"82 Phố Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","  khép kín tại tầng 1, rộng 42m2, có đủ đồ, có thể làm văn ,  dạy học hoặc nhà ở."
718,08/2020,2600000,16,21.0565362,105.7843483,nhatang,7.8,5,khepkin,4,2,"488 Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","chính chủ  nhà đường trần cung, cổ nhuếchính chủ  nhà đường trần cung* : ngõ 488 trần cung- có nóng lạnh- khép kín có wc riêng- có gác xép rộng- thiết kế  ốc dễ thương- nhà riêng chủ, giờ giấc thoải mái- có camera an ninh- full wifi- có chỗ để xe free dưới sân-  nào cũng có cửa sổ và cửa ra vào hướng ra ngoài trời, ánh sáng ngập tràn nhé.có  1,8tr và  2,6 tr liên hệ phone: 096.898.3899"
